| ra_number  |of_number  |se_number  |race_id|office_id|ra_num_winners|rt_number  |rt_party_name|of_description  |ot_number  |ot_name |se_name |of_scope|race_order |el_date |ra_uncontested|ra_tabulate|st_postal|ra_national_b|
|  41003|  41004|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |270|20101102| 0|  1|SC   |1|
|  41004|  41005|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |280|20101102| 0|  1|SC   |1|
|  41043|  40283|  1|G  |I| 1| 13| || 42|Question|1 - State Name Change   |S   |   5100|20101102| 0|  1|RI   |1|
|  41191|  41009|  0|G  |G| 1|  7| ||  4|Governor||S   |250|20101102| 0|  1|SC   |1|
|  41313|  41006|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |290|20101102| 0|  1|SC   |1|
|  41314|  41007|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |300|20101102| 0|  1|SC   |1|
|  41315|  41008|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |310|20101102| 0|  1|SC   |1|
|  41849|  41243|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |170|20101102| 0|  1|SC   |1|
|  41898|  41261|  1|G  |I| 1| 13| || 38|Amendment   |1 - Hunting and Fishing |S   |311|20101102| 0|  1|SC   |1|
|  41899|  41262|  2|G  |I| 1| 13| || 38|Amendment   |2 - Secret Ballot   |S   |312|20101102| 0|  1|SC   |1|
|  42005|  42002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |S   |210|20101102| 0|  1|SD   |1|
|  42222|  42004|  0|G  |G| 1|  7| ||  4|Governor||S   |250|20101102| 0|  1|SD   |1|
|  42426|  42177|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |150|20101102| 1|  0|SD   |1|
|  42535|  42215|  1|G  |I| 1| 13| || 38|Amendment   |K - Secret Ballot   |S   |   3831|20101102| 0|  1|SD   |1|
|  42537|  42217|  0|G  |I| 1| 13| || 43|Referendum  |12 - Smoking Ban|S   |   3833|20101102| 0|  1|SD   |1|
|  42538|  42218|  2|G  |I| 1| 13| || 39|Initiative  |13 - Medical Marijuana  |S   |   3834|20101102| 0|  1|SD   |1|
|  43003|  43002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |230|20101102| 0|  1|TN   |1|
|  43007|  43003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |260|20101102| 0|  1|TN   |1|
|  43009|  43004|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |290|20101102| 0|  1|TN   |1|
|  43011|  43005|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |320|20101102| 0|  1|TN   |1|
|  43013|  43006|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |350|20101102| 0|  1|TN   |1|
|  43015|  43007|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |380|20101102| 0|  1|TN   |1|
|  43017|  43008|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |410|20101102| 0|  1|TN   |1|
|  43019|  43009|  8|G  |H| 1|  7| ||  3|U.S. House  |District 8  |L   |440|20101102| 0|  1|TN   |1|
|  43020|  43010|  9|G  |H| 1|  7| ||  3|U.S. House  |District 9  |L   |470|20101102| 0|  1|TN   |1|
|  43440|  43011|  0|G  |G| 1|  7| ||  4|Governor||S   |140|20101102| 0|  1|TN   |1|
|  43612|  43244|  1|G  |I| 1| 13| |Affirms rights  | 38|Amendment   |Hunting and Fishing |S   |215|20101102| 0|  1|TN   |1|
|  45669|  45002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |270|20101102| 0|  1|UT   |1|
|  45670|  45003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |320|20101102| 0|  1|UT   |1|
|  45671|  45004|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |390|20101102| 0|  1|UT   |1|
|  45672|  45005|  0|G  |G| 1|  7| ||  4|Governor||S   |470|20101102| 0|  1|UT   |1|
|  45871|  42003|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |240|20101102| 0|  1|TX   |1|
|  45872|  42004|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |280|20101102| 0|  1|TX   |1|
|  45873|  42005|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |310|20101102| 0|  1|TX   |1|
|  45874|  42006|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |340|20101102| 0|  1|TX   |1|
|  45875|  42007|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |370|20101102| 0|  1|TX   |1|
|  45876|  42008|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |400|20101102| 0|  1|TX   |1|
|  45877|  42009|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |430|20101102| 0|  1|TX   |1|
|  45878|  42010|  8|G  |H| 1|  7| ||  3|U.S. House  |District 8  |L   |460|20101102| 0|  1|TX   |1|
|  45879|  42011|  9|G  |H| 1|  7| ||  3|U.S. House  |District 9  |L   |490|20101102| 0|  1|TX   |1|
|  45880|  42012| 10|G  |H| 1|  7| ||  3|U.S. House  |District 10 |L   |520|20101102| 0|  1|TX   |1|
|  45881|  42013| 11|G  |H| 1|  7| ||  3|U.S. House  |District 11 |L   |570|20101102| 0|  1|TX   |1|
|  45882|  42014| 12|G  |H| 1|  7| ||  3|U.S. House  |District 12 |L   |600|20101102| 0|  1|TX   |1|
|  45883|  42015| 13|G  |H| 1|  7| ||  3|U.S. House  |District 13 |L   |630|20101102| 0|  1|TX   |1|
|  45884|  42016| 14|G  |H| 1|  7| ||  3|U.S. House  |District 14 |L   |660|20101102| 0|  1|TX   |1|
|  45885|  42017| 15|G  |H| 1|  7| ||  3|U.S. House  |District 15 |L   |700|20101102| 0|  1|TX   |1|
|  45886|  42018| 16|G  |H| 1|  7| ||  3|U.S. House  |District 16 |L   |740|20101102| 0|  1|TX   |1|
|  45887|  42019| 17|G  |H| 1|  7| ||  3|U.S. House  |District 17 |L   |770|20101102| 0|  1|TX   |1|
|  45888|  42020| 18|G  |H| 1|  7| ||  3|U.S. House  |District 18 |L   |810|20101102| 0|  1|TX   |1|
|  45889|  42021| 19|G  |H| 1|  7| ||  3|U.S. House  |District 19 |L   |840|20101102| 0|  1|TX   |1|
|  45890|  42022| 20|G  |H| 1|  7| ||  3|U.S. House  |District 20 |L   |870|20101102| 0|  1|TX   |1|
|  45891|  42023| 21|G  |H| 1|  7| ||  3|U.S. House  |District 21 |L   |910|20101102| 0|  1|TX   |1|
|  45892|  42024| 22|G  |H| 1|  7| ||  3|U.S. House  |District 22 |L   |940|20101102| 0|  1|TX   |1|
|  45893|  42025| 23|G  |H| 1|  7| ||  3|U.S. House  |District 23 |L   |980|20101102| 0|  1|TX   |1|
|  45894|  42026| 24|G  |H| 1|  7| ||  3|U.S. House  |District 24 |L   |   1020|20101102| 0|  1|TX   |1|
|  45895|  42027| 25|G  |H| 1|  7| ||  3|U.S. House  |District 25 |L   |   1050|20101102| 0|  1|TX   |1|
|  45896|  42028| 26|G  |H| 1|  7| ||  3|U.S. House  |District 26 |L   |   1090|20101102| 0|  1|TX   |1|
|  45897|  42029| 27|G  |H| 1|  7| ||  3|U.S. House  |District 27 |L   |   1130|20101102| 0|  1|TX   |1|
|  45899|  42031| 29|G  |H| 1|  7| ||  3|U.S. House  |District 29 |L   |   1210|20101102| 0|  1|TX   |1|
|  45900|  42032| 30|G  |H| 1|  7| ||  3|U.S. House  |District 30 |L   |   1240|20101102| 0|  1|TX   |1|
|  45901|  42063|  0|G  |G| 1|  7| ||  4|Governor||S   |110|20101102| 0|  1|TX   |1|
|  46329|  45001|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |140|20101102| 0|  1|UT   |1|
|  46373|  46001|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |140|20101102| 0|  1|VT   |1|
|  46374|  46002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |S   |220|20101102| 0|  1|VT   |1|
|  46375|  46004|  0|G  |G| 1|  7| ||  4|Governor||S   |270|20101102| 0|  1|VT   |1|
|  47001|  47002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |160|20101102| 0|  1|VA   |1|
|  47003|  47003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |170|20101102| 0|  1|VA   |1|
|  47005|  47004|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |220|20101102| 0|  1|VA   |1|
|  47007|  47005|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |250|20101102| 0|  1|VA   |1|
|  47009|  47006|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |280|20101102| 0|  1|VA   |1|
|  47011|  47007|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |310|20101102| 0|  1|VA   |1|
|  47013|  47008|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |340|20101102| 0|  1|VA   |1|
|  47015|  47009|  8|G  |H| 1|  7| ||  3|U.S. House  |District 8  |L   |370|20101102| 0|  1|VA   |1|
|  47017|  47010|  9|G  |H| 1|  7| ||  3|U.S. House  |District 9  |L   |400|20101102| 0|  1|VA   |1|
|  47019|  47011| 10|G  |H| 1|  7| ||  3|U.S. House  |District 10 |L   |430|20101102| 0|  1|VA   |1|
|  47021|  47129| 11|G  |H| 1|  7| ||  3|U.S. House  |District 11 |L   |460|20101102| 0|  1|VA   |1|
|  47179|  42030| 28|G  |H| 1|  7| ||  3|U.S. House  |District 28 |L   |   1170|20101102| 0|  1|TX   |1|
|  48003|  48001|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |150|20101102| 0|  1|WA   |1|
|  48008|  48003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |320|20101102| 0|  1|WA   |1|
|  48009|  48004|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |330|20101102| 0|  1|WA   |1|
|  48011|  48005|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |370|20101102| 0|  1|WA   |1|
|  48013|  48006|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |410|20101102| 0|  1|WA   |1|
|  48015|  48007|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |450|20101102| 0|  1|WA   |1|
|  48017|  48008|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |500|20101102| 0|  1|WA   |1|
|  48020|  48009|  8|G  |H| 1|  7| ||  3|U.S. House  |District 8  |L   |510|20101102| 0|  1|WA   |1|
|  48732|  42861| 31|G  |H| 1|  7| ||  3|U.S. House  |District 31 |L   |   1280|20101102| 0|  1|TX   |1|
|  48733|  42863| 32|G  |H| 1|  7| ||  3|U.S. House  |District 32 |L   |   1320|20101102| 0|  1|TX   |1|
|  49017|  47221|  1|G  |I| 1| 13| |Right to Vote   | 63|Constitutional Amendment|A - Secret Ballot   |S   |540|20101102| 0|  1|UT   |1|
|  49273|  49004|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |210|20101102| 0|  1|WV   |1|
|  49274|  49005|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |240|20101102| 0|  1|WV   |1|
|  49275|  49006|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |270|20101102| 0|  1|WV   |1|
|  49607|  49002|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |209|20101102| 0|  1|WV   |1|
|  50016|  20013|  0|G  |G| 1|  7| ||  4|Governor||S   |998|20101102| 0|  1|WI   |1|
|  50040|  20004|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |640|20101102| 0|  1|WI   |1|
|  50044|  20005|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |680|20101102| 0|  1|WI   |1|
|  50048|  20006|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |730|20101102| 0|  1|WI   |1|
|  50052|  20007|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |780|20101102| 0|  1|WI   |1|
|  50056|  20008|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |830|20101102| 0|  1|WI   |1|
|  50060|  20009|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |880|20101102| 0|  1|WI   |1|
|  50064|  20010|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |930|20101102| 0|  1|WI   |1|
|  50068|  20011|  8|G  |H| 1|  7| ||  3|U.S. House  |District 8  |L   |980|20101102| 0|  1|WI   |1|
|  50885|  20241|  0|G  |S| 1|  7| ||  2|U.S. Senate |2010|S   |110|20101102| 0|  1|WI   |1|
|  51401|  51129|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |S   |220|20101102| 0|  1|WY   |1|
|  51403|  51138|  0|G  |G| 1|  7| ||  4|Governor||S   |300|20101102| 0|  1|WY   |1|

